"source","name","price","revenue","profit","multiple","description","url"
"QuietLight","Electrolyte Brand | US-Based Manufacturing | 65% YoY Growth | 20k Subs | $17.4M Revenue | $2.56M SDE","$17","Revenue: $17,442,054","","0.0x","Electrolyte Brand | US-Based Manufacturing | 65% YoY Growth | 20k Subs | $17.4M Revenue | $2.56M SDE Accepting Offers Revenue: $17,442,054 Income: $2,566,134 Amazon FBA","https://quietlight.com/listings/16065383/"
"QuietLight","SBA PQ | 10-Yr-Old FBA, Category Best Seller | 13% Rev & 27% SDE YOY Growth | 78,000 Reviews","$10,425,00","Revenue: $14,257,120","","0.07x","Under Offer SBA PQ | 10-Yr-Old FBA, Category Best Seller | 13% Rev & 27% SDE YOY Growth | 78,000 Reviews $10,425,000 Revenue: $14,257,120 Income: $2,978,291 Amazon FBA","https://quietlight.com/listings/12973521/"
"QuietLight","7 Year Old Amazon FBA Shower Filter Business w/No Seasonality, Fantastic Reviews, & 25% Net Margins","$10,200,00","Revenue: $9,835,387","","0.1x","Under Offer 7 Year Old Amazon FBA Shower Filter Business w/No Seasonality, Fantastic Reviews, & 25% Net Margins $10,200,000 Revenue: $9,835,387 Income: $2,427,197 Amazon FBA","https://quietlight.com/listings/16050561/"
"QuietLight","Fast Growing Health Supplement Amazon FBA Business w/ 15,000+ Subscriptions & 32% Net Margins","$8,000,00","Revenue: $4,069,217","","0.2x","Fast Growing Health Supplement Amazon FBA Business w/ 15,000+ Subscriptions & 32% Net Margins $8,000,000 Revenue: $4,069,217 Income: $1,332,198 Amazon FBA","https://quietlight.com/listings/15830388/"
"QuietLight","SBA Pre-Qualified Amazon FBA Health Supplement Company | 15K+ Amazon Subscribers | US Manufacturing","$4,000,00","Revenue: $4,726,088","","0.08x","SBA Pre-Qualified Amazon FBA Health Supplement Company | 15K+ Amazon Subscribers | US Manufacturing $4,000,000 Revenue: $4,726,088 Income: $1,125,198 Amazon FBA","https://quietlight.com/listings/13938228/"
"QuietLight","9-Year-Old Amazon FBA Stationery Brand | 6,000+ Reviews | 4.6-Star Rating | Seller Finance Available","$2,235,00","Revenue: $4,615,205","","0.05x","9-Year-Old Amazon FBA Stationery Brand | 6,000+ Reviews | 4.6-Star Rating | Seller Finance Available $2,235,000 Revenue: $4,615,205 Income: $638,584 Amazon FBA","https://quietlight.com/listings/16381108/"
"QuietLight","Price Reduced: 8-Year-Old Category-Leading Sleepwear and Socks FBA Business | $8M Revenue | 40,000+ Reviews | Seller Financing Available","$8","Revenue: $7,966,554","","0.0x","Price Reduced: 8-Year-Old Category-Leading Sleepwear and Socks FBA Business | $8M Revenue | 40,000+ Reviews | Seller Financing Available $2,200,000 Revenue: $7,966,554 Income: $847,856 Amazon FBA","https://quietlight.com/listings/16844681/"
"QuietLight","Growing Amazon FBA Premium STEM Kids Toys | Ready International Expansion | Strong Reviews","$1,150,00","Revenue: $3,614,069","","0.03x","Growing Amazon FBA Premium STEM Kids Toys | Ready International Expansion | Strong Reviews $1,150,000 Revenue: $3,614,069 Income: $555,779 Amazon FBA","https://quietlight.com/listings/16859412/"
"QuietLight","Gaming Furniture Business | 56% YoY Growth | 10 Hrs/Week Operation | Multi-Country Revenue","$925,00","Revenue

						$925,000","","0.1x","Gaming Furniture Business | 56% YoY Growth | 10 Hrs/Week Operation | Multi-Country Revenue $925,000 Revenue: $799,002 Income: $276,460 Amazon FBA","https://quietlight.com/listings/13369216/"
"QuietLight","8-Year-Old Pet Safety Brand | 20% Repeat Purchase Rate | 21% YOY Revenue Growth Past 6 Mos.","$655,90","Revenue: $553,106","","0.12x","Under Offer 8-Year-Old Pet Safety Brand | 20% Repeat Purchase Rate | 21% YOY Revenue Growth Past 6 Mos. $655,900 Revenue: $553,106 Income: $218,636 Amazon FBA","https://quietlight.com/listings/13384086/"
"QuietLight","Fast Growing Amazon FBM | Used Cameras & Electronics | 300% YoY Growth | Low Overhead","$650,00","Revenue: $3,568,938","","0.02x","Under Offer Fast Growing Amazon FBM | Used Cameras & Electronics | 300% YoY Growth | Low Overhead $650,000 Revenue: $3,568,938 Income: $420,981 Amazon FBA","https://quietlight.com/listings/15594313/"
"QuietLight","7 Year Old Ladies Bag Amazon FBA UK Business w/USA Expansion Opportunity & Zero Advertising","$645,00","Revenue: $1,578,995","","0.04x","7 Year Old Ladies Bag Amazon FBA UK Business w/USA Expansion Opportunity & Zero Advertising $645,000 Revenue: $1,578,995 Income: $214,955 Amazon FBA","https://quietlight.com/listings/16702772/"
"QuietLight","8 Year Old – Women’s Swim and Apparel Brand | FBA + Shopify | $171k SDE","$171","Revenue: $1,372,142","SDE

						$530,000","0.0x","Under Offer 8 Year Old – Women’s Swim and Apparel Brand | FBA + Shopify | $171k SDE $530,000 Revenue: $1,372,142 Income: $171,144 Amazon FBA","https://quietlight.com/listings/9010087/"
"QuietLight","11 Year Old Niche Hardware Amazon FBA Business w/Low SKU Count | 40% Net Margins | Amazing Reviews","$405,00","Revenue: $255,156","","0.16x","11 Year Old Niche Hardware Amazon FBA Business w/Low SKU Count | 40% Net Margins | Amazing Reviews $405,000 Revenue: $255,156 Income: $103,723 Amazon FBA","https://quietlight.com/listings/17337235/"
"QuietLight","4-Year-Old Travel Accessories FBA Brand + Wholesale | Low Workload | Proprietary Tooling | $113K SDE","$113","Revenue: $601,771","SDE

						$350,000","0.0x","4-Year-Old Travel Accessories FBA Brand + Wholesale | Low Workload | Proprietary Tooling | $113K SDE $350,000 Revenue: $601,771 Income: $114,752 Amazon FBA","https://quietlight.com/listings/16878540/"
"QuietLight","Simple Amazon FBA Accounting Ledger Books Business w/23% Margins | 3.92x ROAS | Low Workload","$200,00","Revenue: $250,192","","0.08x","Simple Amazon FBA Accounting Ledger Books Business w/23% Margins | 3.92x ROAS | Low Workload $200,000 Revenue: $250,192 Income: $57,088 Amazon FBA","https://quietlight.com/listings/16921449/"
"QuietLight","Stable Amazon FBA Business in Seniors Niche | 85% Gross Profit Margin | Simple Operations","$140,00","Revenue: $174,526","","0.08x","Stable Amazon FBA Business in Seniors Niche | 85% Gross Profit Margin | Simple Operations $140,000 Revenue: $174,526 Income: $52,032 Amazon FBA","https://quietlight.com/listings/16944105/"
"QuietLight","EU-Based Amazon FBA Gardening Business | 1.9x Multiple | Low Workload | VAT Management in Place","$94,50","Revenue: $260,708","","0.04x","EU-Based Amazon FBA Gardening Business | 1.9x Multiple | Low Workload | VAT Management in Place $94,500 Revenue: $260,708 Income: $49,766 Amazon FBA","https://quietlight.com/listings/16051221/"
"QuietLight","Patented FBA Pet Travel Brand | 2,700+ 4.5-Star Reviews | Proven Market Fit | Huge Growth Potential","$80,00","Revenue: $201,719","","0.04x","Patented FBA Pet Travel Brand | 2,700+ 4.5-Star Reviews | Proven Market Fit | Huge Growth Potential $80,000 Revenue: $201,719 Income: $6,757 Amazon FBA","https://quietlight.com/listings/16670865/"
"QuietLight","Distressed $28M Global Footwear Platform | Strategic Liquidation | 21 Channels | Recovery Ready","$28","Revenue: $28,493,004","","0.0x","Distressed $28M Global Footwear Platform | Strategic Liquidation | 21 Channels | Recovery Ready Accepting Offers Revenue: $28,493,004 Income: $-1,500,356 Ecommerce","https://quietlight.com/listings/17339742/"
"QuietLight","Thriving Women’s Health Supplement Business | $5.7M SDE | 300%+ Growth | Owners Capping Growth","$5","Revenue: $10,873,231","","0.0x","Under Offer Thriving Women’s Health Supplement Business | $5.7M SDE | 300%+ Growth | Owners Capping Growth $25,000,000 Revenue: $10,873,231 Income: $5,706,691 Ecommerce","https://quietlight.com/listings/15960930/"
"QuietLight","Growing EdTech Business: 85% Recurring Revenue, 11K+ Annual Subscribers, 17.6% CAGR","$14,645,00","Revenue,","","","Under Offer Growing EdTech Business: 85% Recurring Revenue, 11K+ Annual Subscribers, 17.6% CAGR $14,645,000 Revenue: $3,820,466 Income: $2,440,948 Other","https://quietlight.com/listings/13548622/"
"QuietLight","Premium Pet Authority Site | One-of-a-Kind Domain | 33% YoY Revenue Growth | ~1,000,000 Monthly Users | Expert Content Strategy","$11,500,00","Revenue: $2,700,444","","0.43x","Premium Pet Authority Site | One-of-a-Kind Domain | 33% YoY Revenue Growth | ~1,000,000 Monthly Users | Expert Content Strategy $11,500,000 Revenue: $2,700,444 Income: $1,770,336 Content Site","https://quietlight.com/listings/15383616/"
"QuietLight","SBA & Conv. PQ – $8M | 17-Yr-Old Multi-Channel Consumer Tech | YoY 24% Rev & 22% SDE Growth | 3.4x","$8","Revenue: $11,175,171","","0.0x","SBA & Conv. PQ – $8M | 17-Yr-Old Multi-Channel Consumer Tech | YoY 24% Rev & 22% SDE Growth | 3.4x $8,999,000 Revenue: $11,175,171 Income: $2,653,336 Ecommerce","https://quietlight.com/listings/15298647/"
"QuietLight","SBA Max $5M Pre-Approval | Exploding SaaS Trading Platform | $5.4M REV, $2.7M+ SDE – UP 212%","$5","Revenue: $5,506,312","","0.0x","SBA Max $5M Pre-Approval | Exploding SaaS Trading Platform | $5.4M REV, $2.7M+ SDE – UP 212% $8,000,000 Revenue: $5,506,312 Income: $2,644,634 Saas Business","https://quietlight.com/listings/14753270/"
"QuietLight","SBA Pre-Qualified: 12-Year-Old SaaS Payment Platform | $186K MRR | Owner Works Minimal Hours","$186","Revenue: $2,398,103","","0.0x","SBA Pre-Qualified: 12-Year-Old SaaS Payment Platform | $186K MRR | Owner Works Minimal Hours $7,000,000 Revenue: $2,398,103 Income: $2,069,031 Saas Business","https://quietlight.com/listings/16590131/"
"QuietLight","Shopify/Amazon Sea Moss Brand | $270K+ MRR | 90%+ Gross Margin | US Made | 30%+ Growth","$270","Revenue: $14,323,803","","0.0x","Under Offer Shopify/Amazon Sea Moss Brand | $270K+ MRR | 90%+ Gross Margin | US Made | 30%+ Growth $5,850,000 Revenue: $14,323,803 Income: $1,463,306 Ecommerce","https://quietlight.com/listings/12197700/"
"QuietLight","Powerhouse Creative Content Agency – Exclusive Meta/TikTok Partnerships & Waitlist Demand","$2,100,190","Revenue: $2,100,190","","1.0x","Powerhouse Creative Content Agency – Exclusive Meta/TikTok Partnerships & Waitlist Demand Accepting Offers Revenue: $2,100,190 Income: $718,354 Other","https://quietlight.com/listings/16059053/"
"QuietLight","11 Year Old Industry Leading Travel Content Site | Veteran Team In Place | $1.3M SDE","$1","Revenue: $1,640,888","SDE

						$4,450,000","0.0x","Under Offer 11 Year Old Industry Leading Travel Content Site | Veteran Team In Place | $1.3M SDE $4,450,000 Revenue: $1,640,888 Income: $1,305,162 Content Site","https://quietlight.com/listings/12584638/"
"QuietLight","SBA Pre-Qualified | 7-Year-Old Agency | 49.5% YoY SDE Growth | Strong Recurring Revenue","$4,300,00","Revenue

						$4,300,000","","0.1x","Under Offer SBA Pre-Qualified | 7-Year-Old Agency | 49.5% YoY SDE Growth | Strong Recurring Revenue $4,300,000 Revenue: $1,850,138 Income: $962,376 Membership Business","https://quietlight.com/listings/15442269/"
"QuietLight","7-Year-Old HOA SaaS Platform | $700K ARR | 115% NRR | +78% YoY | Integrated Payments | Clear Growth","$700","Revenue: $515,011","","0.0x","7-Year-Old HOA SaaS Platform | $700K ARR | 115% NRR | +78% YoY | Integrated Payments | Clear Growth $4,200,000 Revenue: $515,011 Income: $344,050 Saas Business","https://quietlight.com/listings/14999261/"
"QuietLight","Established Orthotic Insole Brand | 78% YoY Growth | 75% Gross Margin | Rising AOV | Strong Brand","$4,000,00","Revenue: $6,200,291","","0.06x","Established Orthotic Insole Brand | 78% YoY Growth | 75% Gross Margin | Rising AOV | Strong Brand $4,000,000 Revenue: $6,200,291 Income: $1,162,485 Ecommerce","https://quietlight.com/listings/17007115/"
"QuietLight","5-Year-Old Established Supplements Brand | 60% Returning Customers | 4-5 Hours Weekly Management","$3,500,00","Revenue: $4,736,490","","0.07x","5-Year-Old Established Supplements Brand | 60% Returning Customers | 4-5 Hours Weekly Management $3,500,000 Revenue: $4,736,490 Income: $905,162 Ecommerce","https://quietlight.com/listings/16647116/"
"QuietLight","6-Year-Old Online Guitar Course Business | Full Team | Low Owner Workload","$2,370,00","Revenue: $2,567,708","","0.09x","6-Year-Old Online Guitar Course Business | Full Team | Low Owner Workload $2,370,000 Revenue: $2,567,708 Income: $678,058 Membership Business","https://quietlight.com/listings/15678564/"
"QuietLight","SBA PQ | 10 Year Old Content & Software Biz Focused on Magic: The Gathering | Steady Growth","$2,325,00","Revenue: $937,822","","0.25x","SBA PQ | 10 Year Old Content & Software Biz Focused on Magic: The Gathering | Steady Growth $2,325,000 Revenue: $937,822 Income: $692,549 Other","https://quietlight.com/listings/17471477/"
"QuietLight","Growing FDA Compliance Digital Service Business | 50%+ Recurring Revenue | 70%+ Profit Margin","$1,900,00","Revenue: $789,262","","0.24x","Growing FDA Compliance Digital Service Business | 50%+ Recurring Revenue | 70%+ Profit Margin $1,900,000 Revenue: $789,262 Income: $557,981 Other","https://quietlight.com/listings/16053420/"
"QuietLight","4-Year-Old Viral Contest Website Portfolio | 52% YoY SDE Growth | Low Owner Workload","$1,700,00","Revenue: $1,754,214","","0.1x","4-Year-Old Viral Contest Website Portfolio | 52% YoY SDE Growth | Low Owner Workload $1,700,000 Revenue: $1,754,214 Income: $491,084 Content Site","https://quietlight.com/listings/17223242/"
"QuietLight","2-Year-Old Drop-Shipping Fashion Brand | Evergreen Catalog | $8 Million in Revenue | Very Low Multiple","$8","Revenue: $8,188,826","","0.0x","2-Year-Old Drop-Shipping Fashion Brand | Evergreen Catalog | $8 Million in Revenue | Very Low Multiple $1,500,000 Revenue: $8,188,826 Income: $702,801 Ecommerce","https://quietlight.com/listings/15664017/"
"QuietLight","SBA Pre-Qualified: 6-Year-Old Online Diabetes Management Practice | 22% YoY SDE Growth","$1,500,00","Revenue: $773,902","","0.19x","SBA Pre-Qualified: 6-Year-Old Online Diabetes Management Practice | 22% YoY SDE Growth $1,500,000 Revenue: $773,902 Income: $425,253 Membership Business","https://quietlight.com/listings/17482556/"
"QuietLight","4-Year-Old Shopify App Portfolio | 4.6% YoY SDE Growth","$1,430,00","Revenue: $587,982","","0.24x","Under Offer 4-Year-Old Shopify App Portfolio | 4.6% YoY SDE Growth $1,430,000 Revenue: $587,982 Income: $408,640 Saas Business","https://quietlight.com/listings/16814226/"
"QuietLight","SBA PQ | Curated Side Job Content Biz w/50% Adsense Earnings | Large Email List | 20 Year History","$1,420,00","Revenue: $507,785","","0.28x","Under Offer SBA PQ | Curated Side Job Content Biz w/50% Adsense Earnings | Large Email List | 20 Year History $1,420,000 Revenue: $507,785 Income: $449,174 Content Site","https://quietlight.com/listings/17005950/"
"QuietLight","Growing Shopify Health and Wellness Coffee Alternative Consumable CPG Brand | $77 AOV | $20K+ MRR","$77","Revenue: $2,323,920","","0.0x","Growing Shopify Health and Wellness Coffee Alternative Consumable CPG Brand | $77 AOV | $20K+ MRR $1,350,000 Revenue: $2,323,920 Income: $426,262 Ecommerce","https://quietlight.com/listings/17166725/"
"QuietLight","SBA Pre-Qualified: 30+ Year Porsche Performance Parts Manufacturing | Made in USA | $328K SDE","$328","Revenue: $655,399","SDE

						$1,150,000","0.0x","Under Offer SBA Pre-Qualified: 30+ Year Porsche Performance Parts Manufacturing | Made in USA | $328K SDE $1,150,000 Revenue: $655,399 Income: $328,062 Ecommerce","https://quietlight.com/listings/14097773/"
"QuietLight","SBA Pre-Qual 10 Yr Old Real Estate Content Platform | 675K Social Following | Recurring Rev Model","$1,100,00","Revenue: $1,291,152","","0.09x","Under Offer SBA Pre-Qual 10 Yr Old Real Estate Content Platform | 675K Social Following | Recurring Rev Model $1,100,000 Revenue: $1,291,152 Income: $456,250 Saas Business","https://quietlight.com/listings/14524263/"
"QuietLight","SBA Eligible: 20-Year-Old USA Manufacturing Biz | Premium Automotive Products | 77% Gross Margins","$1,000,00","Revenue: $1,214,645","","0.08x","SBA Eligible: 20-Year-Old USA Manufacturing Biz | Premium Automotive Products | 77% Gross Margins $1,000,000 Revenue: $1,214,645 Income: $308,338 Ecommerce","https://quietlight.com/listings/15995434/"
"QuietLight","11-Year-Old Patented Desk Treadmill Brand | SBA Eligible | Big Growth Opportunities","$950,00","Revenue: $898,759","","0.11x","Under Offer 11-Year-Old Patented Desk Treadmill Brand | SBA Eligible | Big Growth Opportunities $950,000 Revenue: $898,759 Income: $295,430 Ecommerce","https://quietlight.com/listings/16363673/"
"QuietLight","SBA Pre-Qualified: 14-Year-Old Food Content Authority | Exclusive MSN Partnership | 81% Growth","$948,00","Revenue: $401,691","","0.24x","SBA Pre-Qualified: 14-Year-Old Food Content Authority | Exclusive MSN Partnership | 81% Growth $948,000 Revenue: $401,691 Income: $327,447 Content Site","https://quietlight.com/listings/16912448/"
"QuietLight","7 Year Old Education Tech Company w/32% Net Margins | Full Team | Untapped Marketing Channels","$900,00","Revenue: $924,683","","0.1x","7 Year Old Education Tech Company w/32% Net Margins | Full Team | Untapped Marketing Channels $900,000 Revenue: $924,683 Income: $292,832 Membership Business","https://quietlight.com/listings/17329625/"
"QuietLight","SBA Pre-Qual | Specialized Healthcare Test Prep Biz | 93K YouTube Subscribers | 32% YOY SDE Growth","$820,00","Revenue: $277,181","","0.3x","Under Offer SBA Pre-Qual | Specialized Healthcare Test Prep Biz | 93K YouTube Subscribers | 32% YOY SDE Growth $820,000 Revenue: $277,181 Income: $233,399 Content Site","https://quietlight.com/listings/17434964/"
"QuietLight","SBA Pre-Qualified Diversified Musical Instrument E-Retailer: Exclusive Relationships & Strong YoY Growth","$757,90","Revenue: $1,029,058","","0.07x","SBA Pre-Qualified Diversified Musical Instrument E-Retailer: Exclusive Relationships & Strong YoY Growth $757,900 Revenue: $1,029,058 Income: $270,713 Ecommerce","https://quietlight.com/listings/16985558/"
"QuietLight","12-Year-Old Mobile Safety App | 6,500 Paid Subscribers | Patented Tech | SBA Eligible","$695,00","Revenue: $215,355","","0.32x","12-Year-Old Mobile Safety App | 6,500 Paid Subscribers | Patented Tech | SBA Eligible $695,000 Revenue: $215,355 Income: $149,066 Saas Business","https://quietlight.com/listings/14264148/"
"QuietLight","Premium Cannabis Hardware Shopify Brand | $115 AOV | 30% Returning Customer Rate | Ready for Scale","$115","Revenue: $1,113,116","","0.0x","Premium Cannabis Hardware Shopify Brand | $115 AOV | 30% Returning Customer Rate | Ready for Scale $690,000 Revenue: $1,113,116 Income: $275,543 Ecommerce","https://quietlight.com/listings/16012265/"
"QuietLight","Seller Financing and Earnout Available | Mystical Services Digital Product Business | 46% Net Margin","$675,00","Revenue: $770,652","","0.09x","Under Offer Seller Financing and Earnout Available | Mystical Services Digital Product Business | 46% Net Margin $675,000 Revenue: $770,652 Income: $355,187 Content Site","https://quietlight.com/listings/11593888/"
"QuietLight","10-Year-Old UX Research SaaS | $263K ARR | $156K ARR In Pipeline | $724 ARPU | $11K LTV","$263","Revenue: $253,366","","0.0x","10-Year-Old UX Research SaaS | $263K ARR | $156K ARR In Pipeline | $724 ARPU | $11K LTV $650,000 Revenue: $253,366 Income: $189,267 Saas Business","https://quietlight.com/listings/15366300/"
"QuietLight","Premium Snack Subscription Box Biz | US Supply Chain | 36% Repeat Customer Rate | 58% SDE Growth","$615,00","Revenue: $519,702","","0.12x","Premium Snack Subscription Box Biz | US Supply Chain | 36% Repeat Customer Rate | 58% SDE Growth $615,000 Revenue: $519,702 Income: $186,558 Ecommerce","https://quietlight.com/listings/17224025/"
"QuietLight","20-Year-Old Maternity Line | Evergreen Styles | Wholesale, Drop-Ship, and DTC Channels | $184k SDE","$184","Revenue: $812,145","SDE

						$590,000","0.0x","Under Offer 20-Year-Old Maternity Line | Evergreen Styles | Wholesale, Drop-Ship, and DTC Channels | $184k SDE $590,000 Revenue: $812,145 Income: $184,609 Ecommerce","https://quietlight.com/listings/15616862/"
"QuietLight","15-Year-Old Food Blog | 1,500+ Posts | Multiple Income Streams","$565,00","Revenue: $191,139","","0.3x","15-Year-Old Food Blog | 1,500+ Posts | Multiple Income Streams $565,000 Revenue: $191,139 Income: $153,259 Content Site","https://quietlight.com/listings/16332598/"
"QuietLight","5-Year-Old Video Editing Digital Products Business | 35% TTM SDE Growth","$550,00","Revenue: $723,017","","0.08x","5-Year-Old Video Editing Digital Products Business | 35% TTM SDE Growth $550,000 Revenue: $723,017 Income: $212,343 Ecommerce","https://quietlight.com/listings/17148431/"
"QuietLight","14 Year Old Travel Content Site | 80% Affiliate | Strong Domain Authority | Transferrable Team","$520,00","Revenue: $296,575","","0.18x","Under Offer 14 Year Old Travel Content Site | 80% Affiliate | Strong Domain Authority | Transferrable Team $520,000 Revenue: $296,575 Income: $257,795 Content Site","https://quietlight.com/listings/12970187/"
"QuietLight","6-Year-Old Drop-Ship Business Selling Japanese Goods | Strong Growth in 2025 | 32% Net Margins","$499,99","Revenue: $402,855","","0.12x","6-Year-Old Drop-Ship Business Selling Japanese Goods | Strong Growth in 2025 | 32% Net Margins $499,999 Revenue: $402,855 Income: $132,309 Ecommerce","https://quietlight.com/listings/17555420/"
"QuietLight","High-Margin, Premium Hemp Products | 40% Repeat Purchase Rate | YOY TTM 285% Rev & 388% SDE Growth","$499,00","Revenue: $717,530","","0.07x","Under Offer High-Margin, Premium Hemp Products | 40% Repeat Purchase Rate | YOY TTM 285% Rev & 388% SDE Growth $499,000 Revenue: $717,530 Income: $200,131 Ecommerce","https://quietlight.com/listings/15140904/"
