source,name,price,revenue,profit,multiple,description,url
QuietLight,Instant Listing Alerts,,,,,Straight to Your Mailbox,https://quietlight.com/amazon-fba-businesses-for-sale/
QuietLight,SBA Pre-Qualified Amazon FBA Health Supplement Company  15K Amazon Subscribers  US Manufacturing,,"Revenue $4,726,088",,,,https://quietlight.com/listings/13938228/
QuietLight,"7 Year Old Amazon FBA Shower Filter Business wNo Seasonality, Fantastic Reviews,  25% Net Margins",,"Revenue $9,835,387",,,,https://quietlight.com/listings/16050561/
QuietLight,Electrolyte Brand  US-Based Manufacturing  65% YoY Growth  20k Subs  $17.4M Revenue  $2.56M SDE,,"Revenue $17,442,054","SDE $530,000",,Straight to Your Mailbox,https://quietlight.com/listings/16065383/
QuietLight,"9-Year-Old Amazon FBA Stationery Brand  6,000 Reviews  4.6-Star Rating  Seller Finance Available",,"Revenue $4,615,205",,,,https://quietlight.com/listings/16381108/
QuietLight,Growing Amazon FBA Premium STEM Kids Toys  Ready International Expansion  Strong Reviews,,"Revenue $3,614,069",,,,https://quietlight.com/listings/16859412/
QuietLight,"SBA PQ  10-Yr-Old FBA, Category Best Seller  13% Rev  27% SDE YOY Growth  78,000 Reviews",,"Revenue $14,257,120",,,,https://quietlight.com/listings/12973521/
QuietLight,"Fast Growing Health Supplement Amazon FBA Business w 15,000 Subscriptions  32% Net Margins",,"Revenue $4,069,217",,,,https://quietlight.com/listings/15830388/
QuietLight,"Price Reduced 8-Year-Old Category-Leading Sleepwear and Socks FBA Business  $8M Revenue  40,000 Reviews  Seller Financing Available",,"Revenue $7,966,554",,,,https://quietlight.com/listings/16844681/
QuietLight,Gaming Furniture Business  56% YoY Growth  10 HrsWeek Operation  Multi-Country Revenue,,"Revenue $925,000",,,,https://quietlight.com/listings/13369216/
QuietLight,8-Year-Old Pet Safety Brand  20% Repeat Purchase Rate  21% YOY Revenue Growth Past 6 Mos.,,"Revenue $553,106",,,,https://quietlight.com/listings/13384086/
QuietLight,Fast Growing Amazon FBM  Used Cameras  Electronics  300% YoY Growth  Low Overhead,,"Revenue $3,568,938",,,,https://quietlight.com/listings/15594313/
QuietLight,7 Year Old Ladies Bag Amazon FBA UK Business wUSA Expansion Opportunity  Zero Advertising,,"Revenue $1,578,995",,,,https://quietlight.com/listings/16702772/
QuietLight,8 Year Old  Womens Swim and Apparel Brand  FBA  Shopify  $171k SDE,,"Revenue $1,372,142","SDE $530,000",,,https://quietlight.com/listings/9010087/
QuietLight,11 Year Old Niche Hardware Amazon FBA Business wLow SKU Count  40% Net Margins  Amazing Reviews,,"Revenue $255,156",,,,https://quietlight.com/listings/17337235/
QuietLight,4-Year-Old Travel Accessories FBA Brand  Wholesale  Low Workload  Proprietary Tooling  $113K SDE,,"Revenue $601,771","SDE $350,000",,,https://quietlight.com/listings/16878540/
QuietLight,Simple Amazon FBA Accounting Ledger Books Business w23% Margins  3.92x ROAS  Low Workload,,"Revenue $250,192",,,,https://quietlight.com/listings/16921449/
QuietLight,Stable Amazon FBA Business in Seniors Niche  85% Gross Profit Margin  Simple Operations,,"Revenue $174,526",,,,https://quietlight.com/listings/16944105/
QuietLight,EU-Based Amazon FBA Gardening Business  1.9x Multiple  Low Workload  VAT Management in Place,,"Revenue $260,708",,,,https://quietlight.com/listings/16051221/
QuietLight,"Patented FBA Pet Travel Brand  2,700 4.5-Star Reviews  Proven Market Fit  Huge Growth Potential",,"Revenue $201,719",,,,https://quietlight.com/listings/16670865/
Acquire,Sellers,,,,,Create and publish your business listing to 500k buyers,https://acquire.com/sellers/
Acquire,Pricing,,,,,Get Acquired with an acquisition plan tailored to your exit goals.,https://acquire.com/seller-pricing/
Acquire,BuyersView buyer plans that connect you with founders and their startups.Connect with founders to pursue an acquisition.,,,,,View buyer plans that connect you with founders and their startups.,https://acquire.com/pricing/
Acquire,Ecommerce startup in the United States $1.1M EBITDA US-based footwear brand dominating its market. Fully established. Shopify  Amazon FBA. Asking price $2.5M (2.4x profit),$1,,,,Amazon FBA businesses for sale Find a profitable Amazon FBA business for sale by searching through our current inventory Ecommerce startup in the United States $1.1M EBITDA US-based footwear brand dom,https://app.acquire.com/startup/FFpKu4y9yUfFacSPjkKIBS1evwR2/8KmjJ3R2RdSoRq9N0S1X?source=webCategories
Websiteproperties,Patented Innovative Camouflage Products Ecommerce Business,"$485,413",,"Cash Flow $59,313",8.18x (P/E),Current Patented Innovative Camouflage Products Ecommerce Business Amazon in Retail Outdoor Equipment Home Based Business Opportunity Business Overview This business is THE one-stop shop for all thing,https://websiteproperties.com/websites/13769-patented-innovative-camouflage-products-ecommerce-business/
Websiteproperties,Thriving Amazon FBA Wellness  Performance Brand  39% YoY Sales Growth  56% NP Margin,"$520,347",,"Cash Flow $290,115",1.79x (P/E),Current Thriving Amazon FBA Wellness  Performance Brand  39% YoY Sales Growth  56% NP Margin Amazon in Medical Devices Seller Financing Available Home Based Business Opportunity Business Overview This,https://websiteproperties.com/websites/13776-thriving-amazon-fba-wellness-performance-brand-39-yoy-sales-growth-56-np-margin/
Websiteproperties,Amazon FBA Sports Accessories Business with High AOV,"$840,353",,"Cash Flow $197,700",4.25x (P/E),Current Amazon FBA Sports Accessories Business with High AOV Amazon in Sporting Goods Seller Financing Available Home Based Business Opportunity Business Overview This 8 year old business is a cutting,https://websiteproperties.com/websites/13779-amazon-fba-sports-accessories-business-with-high-aov/
Websiteproperties,"FBA Popular Socks and Shoe Brands, Candy Sales, and Fulfillment Operations","$9,503,587",,"Cash Flow $1,174,532",8.09x (P/E),"Current FBA Popular Socks and Shoe Brands, Candy Sales, and Fulfillment Operations Amazon in Consumer Goods Seller Financing Available With its impressive growth trajectory and steadily increasing cas",https://websiteproperties.com/websites/13767-fba-popular-socks-and-shoe-brands-candy-sales-and-fulfillment-operations/
Websiteproperties,Sticking With Success - Great Business Opportunity in the Growing Diabetes Market,"$3,538,243",,"Cash Flow $1,461,722",2.42x (P/E),Current Sticking With Success - Great Business Opportunity in the Growing Diabetes Market Amazon in Consumer Goods Home Based Business Opportunity This opportunitys trademarked products have the exclu,https://websiteproperties.com/websites/13755-sticking-with-success-great-business-opportunity-in-the-growing-diabetes-market/
Websiteproperties,Patented Amazon Brand Neck Pain Relief Product  FDA Approved,"$803,425",,"Cash Flow $212,711",3.78x (P/E),"Current Patented Amazon Brand Neck Pain Relief Product  FDA Approved Amazon in Health, Wellness and Fitness Seller Financing Available Home Based Business Opportunity The Opportunity This is a rare op",https://websiteproperties.com/websites/13763-patented-amazon-brand-neck-pain-relief-product-fda-approved/
Websiteproperties,Royalty Rights for Trademarked and Patented Brand Neck Pain Relief Product,"$337,355",,"Cash Flow $337,355",1.0x (P/E),"Opportunity This is an opportunity to acquire ownership of this leading brand and its other related assets along with the Royalty Rights to the branded products sales. Under the current arrangement, this is a passive income opportunity with the owner working less than 1hrwk and receiving royalty payments while the ...",https://websiteproperties.com/amazon-fba-business-for-sale/
Loopnet,Log In,,,,,Log In Sign Up Log In Advertise,https://www.loopnet.com/solutions/advertise?utm_source=advertise_now&utm_medium=homepage_button
Loopnet,Sell a Business with BizBuySell,"$250,000",revenue 400K,"Cash Flow $50,000",0.62x,Established eCommercesmall warehousecontract manufacturing business with multiple successful products and stores. Extremely scalable and easily...,https://www.loopnet.com/biz/advertise
Investors.Club,SponsoredThis is paid advertismentDone-for-you A.I. Leveraged Branded Shopify Store,,,,,SponsoredThis is paid advertismentDone-for-you A.I. Leveraged Branded Shopify Store,https://investors.club/partner/61380-aicommerce-co
Investors.Club,SponsoredThis is paid advertismentDone-for-you A.I. Leveraged Branded Shopify Store,,,,,SponsoredThis is paid advertismentDone-for-you A.I. Leveraged Branded Shopify Store,https://investors.club/tech-stack/amazon-fba/
Investors.Club,Managed by Broker,"$5,440,000",,"Profit $435,908",12.48x (P/E),High Growth Historical Sustainability-Focused Notebooks eCommerce Brand doing $1.9M salesyear from diversified revenue channels,https://investors.club/business/brokered/
Investors.Club,For Sale by Owner,"$25,997",,"Profit $8,120",3.2x (P/E),"This U.S.-focused Amazon FBA business sells private-label incense products and operates with approximately 35% net profit margins. Launched in 2021, it requires around 14 hours per week to manage inventory, reorders, and basic PPC, and is fully brand registered on Amazon. The business is owner-operated with no employees, leverages a long-term relationship with a single supplier in Vietnam, and includes brand assets and a WordPress site inventory is excluded from the asking price.",https://investors.club/business/for-sale-by-owner/
